,prop-001,"Terrace For Sale, Mount Austin",sale,residential,Terrace,489000,Mount Austin,Johor Bahru,Johor,"Jalan Mount Austin 1, Mount Austin, Johor Bahru, Johor",,5,3,1,1900,,Leasehold,Fully Furnished,available,TRUE,TRUE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Terrace For Sale, Mount Austin. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-001/cover.jpg,/photos/prop-001/photo_2@17-06-2026_16-40-49.jpg,/photos/prop-001/photo_3@17-06-2026_16-40-49.jpg,/photos/prop-001/photo_4@17-06-2026_16-40-49.jpg,/photos/prop-001/photo_5@17-06-2026_16-40-49.jpg,/photos/prop-001/photo_7@17-06-2026_16-40-49.jpg,,,,,,,,,,,,,,
,prop-002,"Apartment For Rent, Tebrau",rent,residential,Apartment,2600,Tebrau,Johor Bahru,Johor,"Jalan Tebrau 2, Tebrau, Johor Bahru, Johor",,4,1,2,1600,,,Partially Furnished,available,FALSE,FALSE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Tebrau. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-002/photo_8@17-06-2026_16-43-28.jpg,/photos/prop-002/photo_9@17-06-2026_16-43-29.jpg,/photos/prop-002/photo_10@17-06-2026_16-43-29.jpg,/photos/prop-002/photo_11@17-06-2026_16-43-29.jpg,/photos/prop-002/photo_12@17-06-2026_16-43-29.jpg,/photos/prop-002/photo_13@17-06-2026_16-43-29.jpg,/photos/prop-002/photo_14@17-06-2026_16-43-29.jpg,,,,,,,,,,,,,
,prop-003,"Room For Rent, Skudai",room-rent,residential,Room,840,Skudai,Johor Bahru,Johor,"Jalan Skudai 3, Skudai, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Skudai. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-003/photo_15@17-06-2026_16-45-02.jpg,/photos/prop-003/photo_16@17-06-2026_16-45-02.jpg,/photos/prop-003/photo_17@17-06-2026_16-45-03.jpg,/photos/prop-003/photo_18@17-06-2026_16-45-03.jpg,/photos/prop-003/photo_19@17-06-2026_16-45-03.jpg,,,,,,,,,,,,,,,
,prop-004,"Condo For Sale, Iskandar Puteri",sale,residential,Condo,705000,Iskandar Puteri,Johor Bahru,Johor,"Jalan Iskandar Puteri 4, Iskandar Puteri, Johor Bahru, Johor",,3,2,2,2100,,Freehold,Fully Furnished,available,FALSE,FALSE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Condo For Sale, Iskandar Puteri. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-004/photo_20@17-06-2026_16-46-19.jpg,/photos/prop-004/photo_21@17-06-2026_16-46-19.jpg,/photos/prop-004/photo_22@17-06-2026_16-46-19.jpg,,,,,,,,,,,,,,,,,
,prop-005,"Apartment For Rent, Bukit Indah",rent,residential,Apartment,1650,Bukit Indah,Johor Bahru,Johor,"Jalan Bukit Indah 5, Bukit Indah, Johor Bahru, Johor",,2,2,1,1700,,,Partially Furnished,available,FALSE,TRUE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Bukit Indah. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-005/photo_23@18-06-2026_12-31-40.jpg,/photos/prop-005/photo_24@18-06-2026_12-31-40.jpg,/photos/prop-005/photo_25@18-06-2026_12-31-40.jpg,/photos/prop-005/photo_26@18-06-2026_12-31-40.jpg,/photos/prop-005/photo_27@18-06-2026_12-31-40.jpg,/photos/prop-005/photo_28@18-06-2026_12-31-40.jpg,/photos/prop-005/photo_29@18-06-2026_12-31-41.jpg,/photos/prop-005/photo_30@18-06-2026_12-31-41.jpg,/photos/prop-005/photo_31@18-06-2026_12-31-41.jpg,/photos/prop-005/photo_32@18-06-2026_12-31-41.jpg,/photos/prop-005/photo_33@18-06-2026_12-31-41.jpg,/photos/prop-005/photo_34@18-06-2026_12-31-41.jpg,/photos/prop-005/photo_35@18-06-2026_12-31-41.jpg,,,,,,,
,prop-006,"Room For Rent, Taman Molek",room-rent,residential,Room,530,Taman Molek,Johor Bahru,Johor,"Jalan Taman Molek 6, Taman Molek, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Taman Molek. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-006/photo_36@18-06-2026_12-32-59.jpg,/photos/prop-006/photo_37@18-06-2026_12-32-59.jpg,/photos/prop-006/photo_38@18-06-2026_12-32-59.jpg,/photos/prop-006/photo_39@18-06-2026_12-32-59.jpg,,,,,,,,,,,,,,,,
,prop-007,"Apartment For Sale, Permas Jaya",sale,residential,Apartment,921000,Permas Jaya,Johor Bahru,Johor,"Jalan Permas Jaya 7, Permas Jaya, Johor Bahru, Johor",,4,3,2,2300,,Freehold,Fully Furnished,available,FALSE,FALSE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Apartment For Sale, Permas Jaya. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-007/photo_40@18-06-2026_12-34-14.jpg,/photos/prop-007/photo_41@18-06-2026_12-34-14.jpg,/photos/prop-007/photo_42@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_43@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_44@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_45@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_46@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_47@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_48@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_49@18-06-2026_12-34-15.jpg,/photos/prop-007/photo_50@18-06-2026_12-34-15.jpg,,,,,,,,,
,prop-008,"Apartment For Rent, Setia Indah",rent,residential,Apartment,1200,Setia Indah,Johor Bahru,Johor,"Jalan Setia Indah 8, Setia Indah, Johor Bahru, Johor",,4,1,2,900,,,Partially Furnished,available,FALSE,FALSE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Setia Indah. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-008/photo_51@20-06-2026_20-33-20.jpg,/photos/prop-008/photo_52@20-06-2026_20-33-20.jpg,/photos/prop-008/photo_53@20-06-2026_20-33-20.jpg,/photos/prop-008/photo_54@20-06-2026_20-33-20.jpg,/photos/prop-008/photo_55@20-06-2026_20-33-20.jpg,/photos/prop-008/photo_56@20-06-2026_20-33-20.jpg,,,,,,,,,,,,,,
,prop-009,"Room For Rent, Taman Universiti",room-rent,residential,Room,870,Taman Universiti,Johor Bahru,Johor,"Jalan Taman Universiti 9, Taman Universiti, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,TRUE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Taman Universiti. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-009/photo_57@20-06-2026_20-34-08.jpg,/photos/prop-009/photo_58@20-06-2026_20-34-08.jpg,/photos/prop-009/photo_59@20-06-2026_20-34-08.jpg,/photos/prop-009/photo_60@20-06-2026_20-34-08.jpg,,,,,,,,,,,,,,,,
,prop-010,"Semi-D For Sale, Masai",sale,residential,Semi-D,465000,Masai,Johor Bahru,Johor,"Jalan Masai 10, Masai, Johor Bahru, Johor",,5,2,1,1100,,Leasehold,Fully Furnished,available,TRUE,FALSE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Semi-D For Sale, Masai. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-010/photo_61@20-06-2026_20-35-17.jpg,/photos/prop-010/photo_62@20-06-2026_20-35-17.jpg,/photos/prop-010/photo_63@20-06-2026_20-35-17.jpg,/photos/prop-010/photo_64@20-06-2026_20-35-17.jpg,/photos/prop-010/photo_65@20-06-2026_20-35-17.jpg,,,,,,,,,,,,,,,
,prop-011,"Apartment For Rent, Kempas",rent,residential,Apartment,1650,Kempas,Johor Bahru,Johor,"Jalan Kempas 11, Kempas, Johor Bahru, Johor",,4,2,2,700,,,Partially Furnished,available,FALSE,FALSE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Kempas. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-011/photo_66@20-06-2026_20-37-12.jpg,/photos/prop-011/photo_68@20-06-2026_20-37-12.jpg,/photos/prop-011/photo_69@20-06-2026_20-37-12.jpg,/photos/prop-011/photo_70@20-06-2026_20-37-12.jpg,/photos/prop-011/photo_71@20-06-2026_20-38-14.jpg,,,,,,,,,,,,,,,
,prop-012,"Room For Rent, Ulu Tiram",room-rent,residential,Room,730,Ulu Tiram,Johor Bahru,Johor,"Jalan Ulu Tiram 12, Ulu Tiram, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Ulu Tiram. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-012/photo_71@20-06-2026_20-38-14_thumb.jpg,/photos/prop-012/photo_72@20-06-2026_20-38-14.jpg,/photos/prop-012/photo_73@20-06-2026_20-38-14.jpg,/photos/prop-012/photo_74@20-06-2026_20-38-14.jpg,/photos/prop-012/photo_75@20-06-2026_20-38-14.jpg,/photos/prop-012/photo_76@20-06-2026_20-38-14.jpg,,,,,,,,,,,,,,
,prop-013,"Terrace For Sale, Johor Bahru City Centre",sale,residential,Terrace,819000,Johor Bahru City Centre,Johor Bahru,Johor,"Jalan Johor Bahru City Centre 1, Johor Bahru City Centre, Johor Bahru, Johor",,4,3,2,2300,,Freehold,Fully Furnished,available,FALSE,TRUE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Terrace For Sale, Johor Bahru City Centre. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-013/photo_77@20-06-2026_20-39-37.jpg,/photos/prop-013/photo_78@20-06-2026_20-39-37.jpg,/photos/prop-013/photo_79@20-06-2026_20-39-37.jpg,/photos/prop-013/photo_80@20-06-2026_20-39-37.jpg,/photos/prop-013/photo_81@20-06-2026_20-39-37.jpg,/photos/prop-013/photo_82@20-06-2026_20-39-37.jpg,/photos/prop-013/photo_83@20-06-2026_20-39-37.jpg,,,,,,,,,,,,,
,prop-014,"Apartment For Rent, Larkin",rent,residential,Apartment,1600,Larkin,Johor Bahru,Johor,"Jalan Larkin 2, Larkin, Johor Bahru, Johor",,4,2,1,1000,,,Partially Furnished,available,FALSE,FALSE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Larkin. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-014/photo_77@20-06-2026_20-39-37.jpg,/photos/prop-014/photo_78@20-06-2026_20-39-37.jpg,/photos/prop-014/photo_80@20-06-2026_20-39-37.jpg,/photos/prop-014/photo_85@20-06-2026_20-41-18.jpg,/photos/prop-014/photo_86@20-06-2026_20-41-18.jpg,/photos/prop-014/photo_87@20-06-2026_20-41-18.jpg,/photos/prop-014/photo_88@20-06-2026_20-41-18.jpg,/photos/prop-014/photo_89@20-06-2026_20-41-18.jpg,,,,,,,,,,,,
,prop-015,"Room For Rent, Taman Pelangi",room-rent,residential,Room,710,Taman Pelangi,Johor Bahru,Johor,"Jalan Taman Pelangi 3, Taman Pelangi, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Taman Pelangi. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-015/photo_93@20-06-2026_20-42-17.jpg,/photos/prop-015/photo_94@20-06-2026_20-42-17.jpg,/photos/prop-015/photo_95@20-06-2026_20-42-17.jpg,/photos/prop-015/photo_96@20-06-2026_20-42-17.jpg,/photos/prop-015/photo_97@20-06-2026_20-42-17.jpg,/photos/prop-015/photo_98@20-06-2026_20-42-17.jpg,,,,,,,,,,,,,,
,prop-016,"Condo For Sale, Danga Bay",sale,residential,Condo,799000,Danga Bay,Johor Bahru,Johor,"Jalan Danga Bay 4, Danga Bay, Johor Bahru, Johor",,3,2,1,1200,,Leasehold,Fully Furnished,available,FALSE,FALSE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Condo For Sale, Danga Bay. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-016/photo_99@20-06-2026_20-43-16.jpg,/photos/prop-016/photo_100@20-06-2026_20-43-16.jpg,/photos/prop-016/photo_101@20-06-2026_20-43-16.jpg,,,,,,,,,,,,,,,,,
,prop-017,"Apartment For Rent, Kulai",rent,residential,Apartment,2500,Kulai,Johor Bahru,Johor,"Jalan Kulai 5, Kulai, Johor Bahru, Johor",,3,2,2,800,,,Partially Furnished,available,FALSE,TRUE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Kulai. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-017/photo_102@20-06-2026_20-44-32.jpg,,,,,,,,,,,,,,,,,,,
,prop-018,"Room For Rent, Senai",room-rent,residential,Room,850,Senai,Johor Bahru,Johor,"Jalan Senai 6, Senai, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Senai. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-018/photo_103@20-06-2026_21-29-53.jpg,/photos/prop-018/photo_105@20-06-2026_21-29-53.jpg,/photos/prop-018/photo_114@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_115@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_110@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_104@20-06-2026_21-29-53.jpg,/photos/prop-018/photo_106@20-06-2026_21-29-53.jpg,/photos/prop-018/photo_126@20-06-2026_21-29-55.jpg,/photos/prop-018/photo_111@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_118@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_124@20-06-2026_21-29-55.jpg,/photos/prop-018/photo_125@20-06-2026_21-29-55.jpg,/photos/prop-018/photo_108@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_113@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_107@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_112@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_122@20-06-2026_21-29-55.jpg,/photos/prop-018/photo_117@20-06-2026_21-29-54.jpg,/photos/prop-018/photo_129@20-06-2026_21-29-55.jpg,/photos/prop-018/photo_121@20-06-2026_21-29-54.jpg
,prop-019,"Apartment For Sale, Gelang Patah",sale,residential,Apartment,386000,Gelang Patah,Johor Bahru,Johor,"Jalan Gelang Patah 7, Gelang Patah, Johor Bahru, Johor",,5,3,1,1800,,Freehold,Fully Furnished,available,TRUE,FALSE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Apartment For Sale, Gelang Patah. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-019/photo_131@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_132@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_133@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_134@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_135@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_136@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_137@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_138@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_139@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_140@21-06-2026_06-46-29.jpg,/photos/prop-019/photo_141@21-06-2026_06-46-30.jpg,/photos/prop-019/photo_142@21-06-2026_06-46-30.jpg,/photos/prop-019/photo_143@21-06-2026_06-46-30.jpg,/photos/prop-019/photo_144@21-06-2026_06-46-30.jpg,,,,,,
,prop-020,"Apartment For Rent, Medini",rent,residential,Apartment,1700,Medini,Johor Bahru,Johor,"Jalan Medini 8, Medini, Johor Bahru, Johor",,2,1,2,900,,,Partially Furnished,available,FALSE,FALSE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Medini. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-020/photo_145@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_146@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_147@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_148@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_149@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_150@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_151@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_152@21-06-2026_06-48-01.jpg,/photos/prop-020/photo_153@21-06-2026_06-48-02.jpg,/photos/prop-020/photo_154@21-06-2026_06-48-02.jpg,/photos/prop-020/photo_155@21-06-2026_06-48-02.jpg,,,,,,,,,
